work_id,rater_id,method,dimension,rating
image24,R1,gdeval,relevance,5
image24,R2,gdeval,relevance,5
image24,R3,gdeval,relevance,5
image24,R1,gdeval,specificity,4
image24,R2,gdeval,specificity,5
image24,R3,gdeval,specificity,5
image24,R1,rubric,actionability,4
image24,R2,rubric,actionability,4
image24,R3,rubric,actionability,3
image24,R1,rubric,pedagogical,4
image24,R2,rubric,pedagogical,4
image24,R3,rubric,pedagogical,3
image24,R1,rubric,relevance,4
image24,R2,rubric,relevance,4
image24,R3,rubric,relevance,4
image24,R1,rubric,specificity,4
image24,R2,rubric,specificity,4
image24,R3,rubric,specificity,3
image25,R1,direct,actionability,3
image25,R2,direct,actionability,4
image25,R3,direct,actionability,1
image25,R1,direct,pedagogical,3
image25,R2,direct,pedagogical,3
image25,R3,direct,pedagogical,1
image25,R1,direct,relevance,3
image25,R2,direct,relevance,3
image25,R3,direct,relevance,1
image25,R1,direct,specificity,4
image25,R2,direct,specificity,3
image25,R3,direct,specificity,1
image25,R1,gdeval,actionability,5
image25,R2,gdeval,actionability,5
image25,R3,gdeval,actionability,5
image25,R1,gdeval,pedagogical,5
image25,R2,gdeval,pedagogical,5
image25,R3,gdeval,pedagogical,5
image25,R1,gdeval,relevance,5
image25,R2,gdeval,relevance,5
image25,R3,gdeval,relevance,5
image25,R1,gdeval,specificity,5
image25,R2,gdeval,specificity,5
image25,R3,gdeval,specificity,5
image25,R1,rubric,actionability,4
image25,R2,rubric,actionability,4
image25,R3,rubric,actionability,3
image25,R1,rubric,pedagogical,4
image25,R2,rubric,pedagogical,4
image25,R3,rubric,pedagogical,3
image25,R1,rubric,relevance,4
image25,R2,rubric,relevance,4
image25,R3,rubric,relevance,4
image25,R1,rubric,specificity,5
image25,R2,rubric,specificity,4
image25,R3,rubric,specificity,3
image26,R1,direct,actionability,3
image26,R2,direct,actionability,4
image26,R3,direct,actionability,1
image26,R1,direct,pedagogical,3
image26,R2,direct,pedagogical,3
image26,R3,direct,pedagogical,1
image26,R1,direct,relevance,2
image26,R2,direct,relevance,3
image26,R3,direct,relevance,1
image26,R1,direct,specificity,3
image26,R2,direct,specificity,3
image26,R3,direct,specificity,2
image26,R1,gdeval,actionability,5
image26,R2,gdeval,actionability,5
image26,R3,gdeval,actionability,5
image26,R1,gdeval,pedagogical,5
image26,R2,gdeval,pedagogical,5
image26,R3,gdeval,pedagogical,5
image26,R1,gdeval,relevance,5
image26,R2,gdeval,relevance,5
image26,R3,gdeval,relevance,5
image26,R1,gdeval,specificity,4
image26,R2,gdeval,specificity,5
image26,R3,gdeval,specificity,5
image26,R1,rubric,actionability,3
image26,R2,rubric,actionability,4
image26,R3,rubric,actionability,3
image26,R1,rubric,pedagogical,3
image26,R2,rubric,pedagogical,4
image26,R3,rubric,pedagogical,3
image26,R1,rubric,relevance,4
image26,R2,rubric,relevance,4
image26,R3,rubric,relevance,4
image26,R1,rubric,specificity,3
image26,R2,rubric,specificity,4
image26,R3,rubric,specificity,4
image27,R1,direct,actionability,2
image27,R2,direct,actionability,4
image27,R3,direct,actionability,1
image27,R1,direct,pedagogical,2
image27,R2,direct,pedagogical,3
image27,R3,direct,pedagogical,1
image27,R1,direct,relevance,3
image27,R2,direct,relevance,3
image27,R3,direct,relevance,1
image27,R1,direct,specificity,3
image27,R2,direct,specificity,3
image27,R3,direct,specificity,2
image27,R1,gdeval,actionability,4
image27,R2,gdeval,actionability,5
image27,R3,gdeval,actionability,5
image27,R1,gdeval,pedagogical,5
image27,R2,gdeval,pedagogical,5
image27,R3,gdeval,pedagogical,5
image27,R1,gdeval,relevance,4
image27,R2,gdeval,relevance,5
image27,R3,gdeval,relevance,5
image27,R1,gdeval,specificity,5
image27,R2,gdeval,specificity,5
image27,R3,gdeval,specificity,5
image27,R1,rubric,actionability,3
image27,R2,rubric,actionability,4
image27,R3,rubric,actionability,4
image27,R1,rubric,pedagogical,3
image27,R2,rubric,pedagogical,4
image27,R3,rubric,pedagogical,3
image27,R1,rubric,relevance,4
image27,R2,rubric,relevance,4
image27,R3,rubric,relevance,2
image27,R1,rubric,specificity,4
image27,R2,rubric,specificity,4
image27,R3,rubric,specificity,3
image28,R1,direct,actionability,2
image28,R2,direct,actionability,4
image28,R3,direct,actionability,1
image28,R1,direct,pedagogical,2
image28,R2,direct,pedagogical,3
image28,R3,direct,pedagogical,1
image28,R1,direct,relevance,2
image28,R2,direct,relevance,3
image28,R3,direct,relevance,1
image28,R1,direct,specificity,2
image28,R2,direct,specificity,3
image28,R3,direct,specificity,1
image28,R1,gdeval,actionability,4
image28,R2,gdeval,actionability,5
image28,R3,gdeval,actionability,5
image28,R1,gdeval,pedagogical,5
image28,R2,gdeval,pedagogical,5
image28,R3,gdeval,pedagogical,5
image28,R1,gdeval,relevance,5
image28,R2,gdeval,relevance,5
image28,R3,gdeval,relevance,5
image28,R1,gdeval,specificity,4
image28,R2,gdeval,specificity,5
image28,R3,gdeval,specificity,5
image28,R1,rubric,actionability,3
image28,R2,rubric,actionability,4
image28,R3,rubric,actionability,3
image28,R1,rubric,pedagogical,4
image28,R2,rubric,pedagogical,4
image28,R3,rubric,pedagogical,3
image28,R1,rubric,relevance,4
image28,R2,rubric,relevance,4
image28,R3,rubric,relevance,3
image28,R1,rubric,specificity,4
image28,R2,rubric,specificity,4
image28,R3,rubric,specificity,3
image29,R1,direct,actionability,2
image29,R2,direct,actionability,4
image29,R3,direct,actionability,1
image29,R1,direct,pedagogical,2
image29,R2,direct,pedagogical,3
image29,R3,direct,pedagogical,2
image29,R1,direct,relevance,2
image29,R2,direct,relevance,3
image29,R3,direct,relevance,2
image29,R1,direct,specificity,3
image29,R2,direct,specificity,3
image29,R3,direct,specificity,3
image29,R1,gdeval,actionability,4
image29,R2,gdeval,actionability,5
image29,R3,gdeval,actionability,5
image29,R1,gdeval,pedagogical,5
image29,R2,gdeval,pedagogical,5
image29,R3,gdeval,pedagogical,5
image29,R1,gdeval,relevance,5
image29,R2,gdeval,relevance,5
image29,R3,gdeval,relevance,4
image29,R1,gdeval,specificity,5
image29,R2,gdeval,specificity,5
image29,R3,gdeval,specificity,5
image29,R1,rubric,actionability,2
image29,R2,rubric,actionability,4
image29,R3,rubric,actionability,3
image29,R1,rubric,pedagogical,2
image29,R2,rubric,pedagogical,4
image29,R3,rubric,pedagogical,3
image29,R1,rubric,relevance,3
image29,R2,rubric,relevance,4
image29,R3,rubric,relevance,3
image29,R1,rubric,specificity,3
image29,R2,rubric,specificity,4
image29,R3,rubric,specificity,4
image30,R1,direct,actionability,2
image30,R2,direct,actionability,4
image30,R3,direct,actionability,1
image30,R1,direct,pedagogical,2
image30,R2,direct,pedagogical,3
image30,R3,direct,pedagogical,2
image30,R1,direct,relevance,2
image30,R2,direct,relevance,3
image30,R3,direct,relevance,2
image30,R1,direct,specificity,3
image30,R2,direct,specificity,3
image30,R3,direct,specificity,1
image30,R1,gdeval,actionability,4
image30,R2,gdeval,actionability,5
image30,R3,gdeval,actionability,4
image30,R1,gdeval,pedagogical,5
image30,R2,gdeval,pedagogical,5
image30,R3,gdeval,pedagogical,5
image30,R1,gdeval,relevance,5
image30,R2,gdeval,relevance,5
image30,R3,gdeval,relevance,5
image30,R1,gdeval,specificity,4
image30,R2,gdeval,specificity,5
image30,R3,gdeval,specificity,5
image30,R1,rubric,actionability,2
image30,R2,rubric,actionability,4
image30,R3,rubric,actionability,3
image30,R1,rubric,pedagogical,2
image30,R2,rubric,pedagogical,4
image30,R3,rubric,pedagogical,3
image30,R1,rubric,relevance,2
image30,R2,rubric,relevance,4
image30,R3,rubric,relevance,3
image30,R1,rubric,specificity,3
image30,R2,rubric,specificity,4
image30,R3,rubric,specificity,4
image31,R1,direct,actionability,2
image31,R2,direct,actionability,4
image31,R3,direct,actionability,2
image31,R1,direct,pedagogical,2
image31,R2,direct,pedagogical,3
image31,R3,direct,pedagogical,2
image31,R1,direct,relevance,2
image31,R2,direct,relevance,3
image31,R3,direct,relevance,2
image31,R1,direct,specificity,3
image31,R2,direct,specificity,3
image31,R3,direct,specificity,3
image31,R1,gdeval,actionability,5
image31,R2,gdeval,actionability,4
image31,R3,gdeval,actionability,5
image31,R1,gdeval,pedagogical,4
image31,R2,gdeval,pedagogical,4
image31,R3,gdeval,pedagogical,5
image31,R1,gdeval,relevance,5
image31,R2,gdeval,relevance,4
image31,R3,gdeval,relevance,5
image31,R1,gdeval,specificity,5
image31,R2,gdeval,specificity,4
image31,R3,gdeval,specificity,5
image31,R1,rubric,actionability,4
image31,R2,rubric,actionability,4
image31,R3,rubric,actionability,3
image31,R1,rubric,pedagogical,4
image31,R2,rubric,pedagogical,4
image31,R3,rubric,pedagogical,3
image31,R1,rubric,relevance,4
image31,R2,rubric,relevance,4
image31,R3,rubric,relevance,3
image31,R1,rubric,specificity,4
image31,R2,rubric,specificity,4
image31,R3,rubric,specificity,4
image32,R1,direct,actionability,2
image32,R2,direct,actionability,4
image32,R3,direct,actionability,2
image32,R1,direct,pedagogical,2
image32,R2,direct,pedagogical,3
image32,R3,direct,pedagogical,1
image32,R1,direct,relevance,2
image32,R2,direct,relevance,3
image32,R3,direct,relevance,2
image32,R1,direct,specificity,2
image32,R2,direct,specificity,3
image32,R3,direct,specificity,3
image32,R1,gdeval,actionability,4
image32,R2,gdeval,actionability,5
image32,R3,gdeval,actionability,5
image32,R1,gdeval,pedagogical,5
image32,R2,gdeval,pedagogical,5
image32,R3,gdeval,pedagogical,5
image32,R1,gdeval,relevance,5
image32,R2,gdeval,relevance,5
image32,R3,gdeval,relevance,5
image32,R1,gdeval,specificity,5
image32,R2,gdeval,specificity,5
image32,R3,gdeval,specificity,5
image32,R1,rubric,actionability,3
image32,R2,rubric,actionability,4
image32,R3,rubric,actionability,3
image32,R1,rubric,pedagogical,3
image32,R2,rubric,pedagogical,4
image32,R3,rubric,pedagogical,3
image32,R1,rubric,relevance,4
image32,R2,rubric,relevance,4
image32,R3,rubric,relevance,3
image32,R1,rubric,specificity,4
image32,R2,rubric,specificity,4
image32,R3,rubric,specificity,4
image33,R1,direct,actionability,2
image33,R2,direct,actionability,4
image33,R3,direct,actionability,3
image33,R1,direct,pedagogical,2
image33,R2,direct,pedagogical,3
image33,R3,direct,pedagogical,2
image33,R1,direct,relevance,2
image33,R2,direct,relevance,3
image33,R3,direct,relevance,2
image33,R1,direct,specificity,2
image33,R2,direct,specificity,3
image33,R3,direct,specificity,1
image33,R1,gdeval,actionability,5
image33,R2,gdeval,actionability,4
image33,R3,gdeval,actionability,5
image33,R1,gdeval,pedagogical,5
image33,R2,gdeval,pedagogical,4
image33,R3,gdeval,pedagogical,5
image33,R1,gdeval,relevance,4
image33,R2,gdeval,relevance,4
image33,R3,gdeval,relevance,5
image33,R1,gdeval,specificity,5
image33,R2,gdeval,specificity,4
image33,R3,gdeval,specificity,5
image33,R1,rubric,actionability,3
image33,R2,rubric,actionability,4
image33,R3,rubric,actionability,3
image33,R1,rubric,pedagogical,3
image33,R2,rubric,pedagogical,4
image33,R3,rubric,pedagogical,3
image33,R1,rubric,relevance,3
image33,R2,rubric,relevance,5
image33,R3,rubric,relevance,2
image33,R1,rubric,specificity,3
image33,R2,rubric,specificity,5
image33,R3,rubric,specificity,4
image34,R1,direct,actionability,2
image34,R2,direct,actionability,4
image34,R3,direct,actionability,2
image34,R1,direct,pedagogical,3
image34,R2,direct,pedagogical,3
image34,R3,direct,pedagogical,2
image34,R1,direct,relevance,2
image34,R2,direct,relevance,3
image34,R3,direct,relevance,3
image34,R1,direct,specificity,3
image34,R2,direct,specificity,3
image34,R3,direct,specificity,3
image34,R1,gdeval,actionability,4
image34,R2,gdeval,actionability,4
image34,R3,gdeval,actionability,4
image34,R1,gdeval,pedagogical,5
image34,R2,gdeval,pedagogical,4
image34,R3,gdeval,pedagogical,5
image34,R1,gdeval,relevance,4
image34,R2,gdeval,relevance,5
image34,R3,gdeval,relevance,5
image34,R1,gdeval,specificity,5
image34,R2,gdeval,specificity,5
image34,R3,gdeval,specificity,5
image34,R1,rubric,actionability,3
image34,R2,rubric,actionability,4
image34,R3,rubric,actionability,3
image34,R1,rubric,pedagogical,3
image34,R2,rubric,pedagogical,4
image34,R3,rubric,pedagogical,3
image34,R1,rubric,relevance,3
image34,R2,rubric,relevance,4
image34,R3,rubric,relevance,4
image34,R1,rubric,specificity,3
image34,R2,rubric,specificity,4
image34,R3,rubric,specificity,4
image35,R1,direct,actionability,3
image35,R2,direct,actionability,4
image35,R3,direct,actionability,2
image35,R1,direct,pedagogical,3
image35,R2,direct,pedagogical,3
image35,R3,direct,pedagogical,2
image35,R1,direct,relevance,4
image35,R2,direct,relevance,3
image35,R3,direct,relevance,3
image35,R1,direct,specificity,3
image35,R2,direct,specificity,3
image35,R3,direct,specificity,3
image35,R1,gdeval,actionability,5
image35,R2,gdeval,actionability,4
image35,R3,gdeval,actionability,4
image35,R1,gdeval,pedagogical,5
image35,R2,gdeval,pedagogical,4
image35,R3,gdeval,pedagogical,5
image35,R1,gdeval,relevance,5
image35,R2,gdeval,relevance,4
image35,R3,gdeval,relevance,4
image35,R1,gdeval,specificity,4
image35,R2,gdeval,specificity,5
image35,R3,gdeval,specificity,5
image35,R1,rubric,actionability,3
image35,R2,rubric,actionability,4
image35,R3,rubric,actionability,3
image35,R1,rubric,pedagogical,4
image35,R2,rubric,pedagogical,4
image35,R3,rubric,pedagogical,3
image35,R1,rubric,relevance,3
image35,R2,rubric,relevance,4
image35,R3,rubric,relevance,3
image35,R1,rubric,specificity,4
image35,R2,rubric,specificity,4
image35,R3,rubric,specificity,4
image36,R1,direct,actionability,3
image36,R2,direct,actionability,4
image36,R3,direct,actionability,2
image36,R1,direct,pedagogical,4
image36,R2,direct,pedagogical,3
image36,R3,direct,pedagogical,1
image36,R1,direct,relevance,3
image36,R2,direct,relevance,3
image36,R3,direct,relevance,2
image36,R1,direct,specificity,4
image36,R2,direct,specificity,3
image36,R3,direct,specificity,1
image36,R1,gdeval,actionability,4
image36,R2,gdeval,actionability,5
image36,R3,gdeval,actionability,5
image36,R1,gdeval,pedagogical,5
image36,R2,gdeval,pedagogical,5
image36,R3,gdeval,pedagogical,5
image36,R1,gdeval,relevance,5
image36,R2,gdeval,relevance,5
image36,R3,gdeval,relevance,5
image36,R1,gdeval,specificity,4
image36,R2,gdeval,specificity,5
image36,R3,gdeval,specificity,5
image36,R1,rubric,actionability,3
image36,R2,rubric,actionability,4
image36,R3,rubric,actionability,3
image36,R1,rubric,pedagogical,3
image36,R2,rubric,pedagogical,4
image36,R3,rubric,pedagogical,4
image36,R1,rubric,relevance,3
image36,R2,rubric,relevance,4
image36,R3,rubric,relevance,3
image36,R1,rubric,specificity,3
image36,R2,rubric,specificity,4
image36,R3,rubric,specificity,4
image37,R1,direct,actionability,2
image37,R2,direct,actionability,4
image37,R3,direct,actionability,2
image37,R1,direct,pedagogical,2
image37,R2,direct,pedagogical,3
image37,R3,direct,pedagogical,1
image37,R1,direct,relevance,3
image37,R2,direct,relevance,3
image37,R3,direct,relevance,2
image37,R1,direct,specificity,2
image37,R2,direct,specificity,3
image37,R3,direct,specificity,3
image37,R1,gdeval,actionability,4
image37,R2,gdeval,actionability,5
image37,R3,gdeval,actionability,5
image37,R1,gdeval,pedagogical,5
image37,R2,gdeval,pedagogical,5
image37,R3,gdeval,pedagogical,5
image37,R1,gdeval,relevance,5
image37,R2,gdeval,relevance,5
image37,R3,gdeval,relevance,4
image37,R1,gdeval,specificity,4
image37,R2,gdeval,specificity,5
image37,R3,gdeval,specificity,5
image37,R1,rubric,actionability,3
image37,R2,rubric,actionability,4
image37,R3,rubric,actionability,3
image37,R1,rubric,pedagogical,3
image37,R2,rubric,pedagogical,4
image37,R3,rubric,pedagogical,3
image37,R1,rubric,relevance,3
image37,R2,rubric,relevance,4
image37,R3,rubric,relevance,2
image37,R1,rubric,specificity,3
image37,R2,rubric,specificity,4
image37,R3,rubric,specificity,3
image38,R1,direct,actionability,2
image38,R2,direct,actionability,4
image38,R3,direct,actionability,3
image38,R1,direct,pedagogical,3
image38,R2,direct,pedagogical,3
image38,R3,direct,pedagogical,3
image38,R1,direct,relevance,2
image38,R2,direct,relevance,3
image38,R3,direct,relevance,2
image38,R1,direct,specificity,3
image38,R2,direct,specificity,3
image38,R3,direct,specificity,3
image38,R1,gdeval,actionability,4
image38,R2,gdeval,actionability,5
image38,R3,gdeval,actionability,5
image38,R1,gdeval,pedagogical,5
image38,R2,gdeval,pedagogical,5
image38,R3,gdeval,pedagogical,5
image38,R1,gdeval,relevance,4
image38,R2,gdeval,relevance,5
image38,R3,gdeval,relevance,5
image38,R1,gdeval,specificity,4
image38,R2,gdeval,specificity,5
image38,R3,gdeval,specificity,5
image38,R1,rubric,actionability,3
image38,R2,rubric,actionability,4
image38,R3,rubric,actionability,3
image38,R1,rubric,pedagogical,3
image38,R2,rubric,pedagogical,4
image38,R3,rubric,pedagogical,3
image38,R1,rubric,relevance,2
image38,R2,rubric,relevance,4
image38,R3,rubric,relevance,3
image38,R1,rubric,specificity,3
image38,R2,rubric,specificity,4
image38,R3,rubric,specificity,4
image39,R1,direct,actionability,3
image39,R2,direct,actionability,4
image39,R3,direct,actionability,2
image39,R1,direct,pedagogical,3
image39,R2,direct,pedagogical,3
image39,R3,direct,pedagogical,1
image39,R1,direct,relevance,3
image39,R2,direct,relevance,3
image39,R3,direct,relevance,2
image39,R1,direct,specificity,3
image39,R2,direct,specificity,3
image39,R3,direct,specificity,1
image39,R1,gdeval,actionability,4
image39,R2,gdeval,actionability,5
image39,R3,gdeval,actionability,5
image39,R1,gdeval,pedagogical,5
image39,R2,gdeval,pedagogical,5
image39,R3,gdeval,pedagogical,5
image39,R1,gdeval,relevance,5
image39,R2,gdeval,relevance,5
image39,R3,gdeval,relevance,5
image39,R1,gdeval,specificity,5
image39,R2,gdeval,specificity,5
image39,R3,gdeval,specificity,5
image39,R1,rubric,actionability,3
image39,R2,rubric,actionability,4
image39,R3,rubric,actionability,3
image39,R1,rubric,pedagogical,3
image39,R2,rubric,pedagogical,4
image39,R3,rubric,pedagogical,4
image39,R1,rubric,relevance,2
image39,R2,rubric,relevance,4
image39,R3,rubric,relevance,3
image39,R1,rubric,specificity,3
image39,R2,rubric,specificity,4
image39,R3,rubric,specificity,4
image40,R1,direct,actionability,5
image40,R2,direct,actionability,4
image40,R3,direct,actionability,3
image40,R1,direct,pedagogical,4
image40,R2,direct,pedagogical,3
image40,R3,direct,pedagogical,3
image40,R1,direct,relevance,5
image40,R2,direct,relevance,3
image40,R3,direct,relevance,3
image40,R1,direct,specificity,4
image40,R2,direct,specificity,3
image40,R3,direct,specificity,4
image40,R1,gdeval,actionability,5
image40,R2,gdeval,actionability,4
image40,R3,gdeval,actionability,5
image40,R1,gdeval,pedagogical,5
image40,R2,gdeval,pedagogical,4
image40,R3,gdeval,pedagogical,5
image40,R1,gdeval,relevance,4
image40,R2,gdeval,relevance,4
image40,R3,gdeval,relevance,5
image40,R1,gdeval,specificity,5
image40,R2,gdeval,specificity,4
image40,R3,gdeval,specificity,5
image40,R1,rubric,actionability,3
image40,R2,rubric,actionability,4
image40,R3,rubric,actionability,3
image40,R1,rubric,pedagogical,4
image40,R2,rubric,pedagogical,4
image40,R3,rubric,pedagogical,3
image40,R1,rubric,relevance,3
image40,R2,rubric,relevance,4
image40,R3,rubric,relevance,3
image40,R1,rubric,specificity,4
image40,R2,rubric,specificity,4
image40,R3,rubric,specificity,4
image41,R1,direct,actionability,2
image41,R2,direct,actionability,4
image41,R3,direct,actionability,1
image41,R1,direct,pedagogical,3
image41,R2,direct,pedagogical,3
image41,R3,direct,pedagogical,1
image41,R1,direct,relevance,2
image41,R2,direct,relevance,3
image41,R3,direct,relevance,1
image41,R1,direct,specificity,2
image41,R2,direct,specificity,3
image41,R3,direct,specificity,1
image41,R1,gdeval,actionability,4
image41,R2,gdeval,actionability,5
image41,R3,gdeval,actionability,5
image41,R1,gdeval,pedagogical,5
image41,R2,gdeval,pedagogical,5
image41,R3,gdeval,pedagogical,5
image41,R1,gdeval,relevance,4
image41,R2,gdeval,relevance,5
image41,R3,gdeval,relevance,5
image41,R1,gdeval,specificity,5
image41,R2,gdeval,specificity,5
image41,R3,gdeval,specificity,5
image41,R1,rubric,actionability,3
image41,R2,rubric,actionability,4
image41,R3,rubric,actionability,2
image41,R1,rubric,pedagogical,4
image41,R2,rubric,pedagogical,4
image41,R3,rubric,pedagogical,2
image41,R1,rubric,relevance,3
image41,R2,rubric,relevance,4
image41,R3,rubric,relevance,2
image41,R1,rubric,specificity,4
image41,R2,rubric,specificity,4
image41,R3,rubric,specificity,2
image42,R1,direct,actionability,2
image42,R2,direct,actionability,4
image42,R3,direct,actionability,2
image42,R1,direct,pedagogical,2
image42,R2,direct,pedagogical,3
image42,R3,direct,pedagogical,1
image42,R1,direct,relevance,2
image42,R2,direct,relevance,3
image42,R3,direct,relevance,2
image42,R1,direct,specificity,3
image42,R2,direct,specificity,3
image42,R3,direct,specificity,1
image42,R1,gdeval,actionability,4
image42,R2,gdeval,actionability,5
image42,R3,gdeval,actionability,4
image42,R1,gdeval,pedagogical,5
image42,R2,gdeval,pedagogical,5
image42,R3,gdeval,pedagogical,5
image42,R1,gdeval,relevance,5
image42,R2,gdeval,relevance,5
image42,R3,gdeval,relevance,4
image42,R1,gdeval,specificity,5
image42,R2,gdeval,specificity,5
image42,R3,gdeval,specificity,5
image42,R1,rubric,actionability,2
image42,R2,rubric,actionability,4
image42,R3,rubric,actionability,3
image42,R1,rubric,pedagogical,3
image42,R2,rubric,pedagogical,4
image42,R3,rubric,pedagogical,3
image42,R1,rubric,relevance,3
image42,R2,rubric,relevance,4
image42,R3,rubric,relevance,3
image42,R1,rubric,specificity,3
image42,R2,rubric,specificity,4
image42,R3,rubric,specificity,3
image43,R1,direct,actionability,2
image43,R2,direct,actionability,4
image43,R3,direct,actionability,2
image43,R1,direct,pedagogical,3
image43,R2,direct,pedagogical,3
image43,R3,direct,pedagogical,1
image43,R1,direct,relevance,3
image43,R2,direct,relevance,3
image43,R3,direct,relevance,2
image43,R1,direct,specificity,2
image43,R2,direct,specificity,3
image43,R3,direct,specificity,1
image43,R1,gdeval,actionability,4
image43,R2,gdeval,actionability,5
image43,R3,gdeval,actionability,5
image43,R1,gdeval,pedagogical,5
image43,R2,gdeval,pedagogical,5
image43,R3,gdeval,pedagogical,5
image43,R1,gdeval,relevance,4
image43,R2,gdeval,relevance,5
image43,R3,gdeval,relevance,5
image43,R1,gdeval,specificity,5
image43,R2,gdeval,specificity,5
image43,R3,gdeval,specificity,5
image43,R1,rubric,actionability,2
image43,R2,rubric,actionability,4
image43,R3,rubric,actionability,3
image43,R1,rubric,pedagogical,2
image43,R2,rubric,pedagogical,4
image43,R3,rubric,pedagogical,3
image43,R1,rubric,relevance,2
image43,R2,rubric,relevance,4
image43,R3,rubric,relevance,3
image43,R1,rubric,specificity,3
image43,R2,rubric,specificity,4
image43,R3,rubric,specificity,4
image44,R1,direct,actionability,3
image44,R2,direct,actionability,4
image44,R3,direct,actionability,3
image44,R1,direct,pedagogical,3
image44,R2,direct,pedagogical,3
image44,R3,direct,pedagogical,2
image44,R1,direct,relevance,2
image44,R2,direct,relevance,3
image44,R3,direct,relevance,2
image44,R1,direct,specificity,3
image44,R2,direct,specificity,3
image44,R3,direct,specificity,3
image44,R1,gdeval,actionability,5
image44,R2,gdeval,actionability,5
image44,R3,gdeval,actionability,5
image44,R1,gdeval,pedagogical,5
image44,R2,gdeval,pedagogical,5
image44,R3,gdeval,pedagogical,5
image44,R1,gdeval,relevance,5
image44,R2,gdeval,relevance,5
image44,R3,gdeval,relevance,5
image44,R1,gdeval,specificity,4
image44,R2,gdeval,specificity,5
image44,R3,gdeval,specificity,5
image44,R1,rubric,actionability,3
image44,R2,rubric,actionability,4
image44,R3,rubric,actionability,3
image44,R1,rubric,pedagogical,2
image44,R2,rubric,pedagogical,4
image44,R3,rubric,pedagogical,3
image44,R1,rubric,relevance,4
image44,R2,rubric,relevance,4
image44,R3,rubric,relevance,3
image44,R1,rubric,specificity,3
image44,R2,rubric,specificity,4
image44,R3,rubric,specificity,4
image45,R1,direct,actionability,2
image45,R2,direct,actionability,4
image45,R3,direct,actionability,3
image45,R1,direct,pedagogical,3
image45,R2,direct,pedagogical,3
image45,R3,direct,pedagogical,3
image45,R1,direct,relevance,2
image45,R2,direct,relevance,3
image45,R3,direct,relevance,3
image45,R1,direct,specificity,3
image45,R2,direct,specificity,3
image45,R3,direct,specificity,4
image45,R1,gdeval,actionability,4
image45,R2,gdeval,actionability,5
image45,R3,gdeval,actionability,5
image45,R1,gdeval,pedagogical,5
image45,R2,gdeval,pedagogical,5
image45,R3,gdeval,pedagogical,5
image45,R1,gdeval,relevance,4
image45,R2,gdeval,relevance,5
image45,R3,gdeval,relevance,5
image45,R1,gdeval,specificity,5
image45,R2,gdeval,specificity,5
image45,R3,gdeval,specificity,5
image45,R1,rubric,actionability,3
image45,R2,rubric,actionability,4
image45,R3,rubric,actionability,4
image45,R1,rubric,pedagogical,4
image45,R2,rubric,pedagogical,4
image45,R3,rubric,pedagogical,3
image45,R1,rubric,relevance,4
image45,R2,rubric,relevance,4
image45,R3,rubric,relevance,4
image45,R1,rubric,specificity,4
image45,R2,rubric,specificity,4
image45,R3,rubric,specificity,5
image46,R1,direct,actionability,3
image46,R2,direct,actionability,4
image46,R3,direct,actionability,3
image46,R1,direct,pedagogical,3
image46,R2,direct,pedagogical,3
image46,R3,direct,pedagogical,3
image46,R1,direct,relevance,3
image46,R2,direct,relevance,3
image46,R3,direct,relevance,2
image46,R1,direct,specificity,3
image46,R2,direct,specificity,3
image46,R3,direct,specificity,4
image46,R1,gdeval,actionability,5
image46,R2,gdeval,actionability,5
image46,R3,gdeval,actionability,5
image46,R1,gdeval,pedagogical,4
image46,R2,gdeval,pedagogical,5
image46,R3,gdeval,pedagogical,5
image46,R1,gdeval,relevance,5
image46,R2,gdeval,relevance,5
image46,R3,gdeval,relevance,4
image46,R1,gdeval,specificity,4
image46,R2,gdeval,specificity,5
image46,R3,gdeval,specificity,5
image46,R1,rubric,actionability,4
image46,R2,rubric,actionability,4
image46,R3,rubric,actionability,4
image46,R1,rubric,pedagogical,3
image46,R2,rubric,pedagogical,4
image46,R3,rubric,pedagogical,3
image46,R1,rubric,relevance,4
image46,R2,rubric,relevance,4
image46,R3,rubric,relevance,4
image46,R1,rubric,specificity,4
image46,R2,rubric,specificity,4
image46,R3,rubric,specificity,5
image47,R1,direct,actionability,2
image47,R2,direct,actionability,4
image47,R3,direct,actionability,3
image47,R1,direct,pedagogical,2
image47,R2,direct,pedagogical,3
image47,R3,direct,pedagogical,3
image47,R1,direct,relevance,2
image47,R2,direct,relevance,3
image47,R3,direct,relevance,2
image47,R1,direct,specificity,3
image47,R2,direct,specificity,3
image47,R3,direct,specificity,4
image47,R1,gdeval,actionability,5
image47,R2,gdeval,actionability,5
image47,R3,gdeval,actionability,5
image47,R1,gdeval,pedagogical,4
image47,R2,gdeval,pedagogical,5
image47,R3,gdeval,pedagogical,5
image47,R1,gdeval,relevance,5
image47,R2,gdeval,relevance,5
image47,R3,gdeval,relevance,5
image47,R1,gdeval,specificity,4
image47,R2,gdeval,specificity,5
image47,R3,gdeval,specificity,5
image47,R1,rubric,actionability,4
image47,R2,rubric,actionability,4
image47,R3,rubric,actionability,4
image47,R1,rubric,pedagogical,4
image47,R2,rubric,pedagogical,4
image47,R3,rubric,pedagogical,4
image47,R1,rubric,relevance,4
image47,R2,rubric,relevance,4
image47,R3,rubric,relevance,4
image47,R1,rubric,specificity,4
image47,R2,rubric,specificity,4
image47,R3,rubric,specificity,4
image48,R1,direct,actionability,3
